Season,Team,Champion,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
1989,Atlanta Hawks,FALSE,82,41,41,8901,3417,7019,48.7,124,411,30.2,1943,2544,76.4,1273,2187,3460,1820,717,353,1270,1871
1990,Atlanta Hawks,FALSE,82,43,39,9003,3349,7223,46.4,271,836,32.4,2034,2544,80,1235,2420,3655,1864,729,374,1231,1768
1991,Atlanta Hawks,FALSE,82,38,44,8711,3492,7476,46.7,210,671,31.3,1517,2074,73.1,1288,2498,3786,2123,793,320,1255,1771
1992,Atlanta Hawks,FALSE,82,43,39,8814,3392,7272,46.6,382,1076,35.5,1648,2221,74.2,1290,2344,3634,2084,806,278,1339,1807
1993,Atlanta Hawks,FALSE,82,57,25,8318,3247,7039,46.1,268,830,32.3,1556,2070,75.2,1250,2423,3673,2056,915,449,1252,1625
1994,Atlanta Hawks,FALSE,82,42,40,7921,2986,6680,44.7,539,1580,34.1,1410,1948,72.4,1104,2272,3376,1757,738,412,1221,1804
1995,Atlanta Hawks,FALSE,82,46,36,8059,2985,6665,44.8,566,1595,35.5,1523,2012,75.7,1182,2148,3330,1609,771,319,1228,1714
1996,Atlanta Hawks,FALSE,82,56,26,7774,2812,6307,44.6,659,1834,35.9,1491,1955,76.3,1021,2350,3371,1557,701,427,1228,1591
1997,Atlanta Hawks,FALSE,82,50,32,7860,2887,6352,45.5,337,1016,33.2,1749,2314,75.6,1106,2417,3523,1569,653,491,1214,1671
1998,Atlanta Hawks,FALSE,50,31,19,4315,1539,3760,40.9,197,644,30.6,1040,1422,73.1,676,1499,2175,782,346,260,745,987
1999,Atlanta Hawks,FALSE,82,28,54,7735,3000,6807,44.1,258,814,31.7,1477,1987,74.3,1146,2570,3716,1548,500,461,1266,1718
2000,Atlanta Hawks,FALSE,82,25,57,7459,2876,6668,43.1,333,933,35.7,1374,1811,75.9,1028,2490,3518,1559,634,387,1368,1863
2001,Atlanta Hawks,FALSE,82,33,49,7711,2901,6610,43.9,423,1194,35.4,1486,1942,76.5,955,2445,3400,1656,667,350,1275,1702
2002,Atlanta Hawks,FALSE,82,35,47,7714,2859,6434,44.4,402,1141,35.2,1594,2011,79.3,937,2558,3495,1679,611,473,1367,1783
2003,Atlanta Hawks,FALSE,82,28,54,7611,2829,6529,43.3,419,1249,33.5,1534,1976,77.6,996,2507,3503,1648,627,408,1350,1826
2004,Atlanta Hawks,FALSE,82,13,69,7605,2942,6672,44.1,304,973,31.2,1417,1994,71.1,1100,2335,3435,1614,629,344,1319,2009
2005,Atlanta Hawks,FALSE,82,26,56,7972,2946,6496,45.4,424,1154,36.7,1656,2207,75,1069,2232,3301,1625,587,394,1284,2054
2006,Atlanta Hawks,FALSE,82,30,52,7680,2831,6372,44.4,341,1038,32.9,1677,2203,76.1,976,2312,3288,1573,609,446,1306,1970
2007,Atlanta Hawks,FALSE,82,37,45,8054,2975,6552,45.4,384,1078,35.6,1720,2227,77.2,1008,2454,3462,1804,600,448,1223,1673
2008,Atlanta Hawks,FALSE,82,47,35,8046,2956,6451,45.8,597,1633,36.6,1537,2085,73.7,870,2412,3282,1657,603,376,1048,1610
2009,Atlanta Hawks,FALSE,82,53,29,8338,3181,6801,46.8,524,1455,36,1452,1914,75.9,969,2451,3420,1789,592,413,980,1632
2010,Atlanta Hawks,FALSE,82,44,38,7790,2971,6429,46.2,502,1427,35.2,1346,1728,77.9,762,2460,3222,1802,497,341,1118,1554
2011,Atlanta Hawks,FALSE,66,40,26,6375,2429,5348,45.4,492,1330,37,1025,1385,74,652,2066,2718,1481,536,303,921,1178
2012,Atlanta Hawks,FALSE,82,44,38,8032,3084,6644,46.4,706,1901,37.1,1158,1619,71.5,758,2593,3351,2007,664,369,1219,1473
2013,Atlanta Hawks,FALSE,82,38,44,8282,3061,6688,45.8,768,2116,36.3,1392,1782,78.1,713,2565,3278,2041,680,326,1251,1577
1976,New York Nets,FALSE,82,22,60,7865,3096,0,0,0,0,0,0,2274,73.6,1157,2547,3704,1422,802,435,1630,2178
1977,New Jersey Nets,FALSE,82,24,58,8746,3547,0,0,0,0,0,0,2304,71.7,1306,2595,3901,1879,857,631,1774,2312
1978,New Jersey Nets,FALSE,82,37,45,8832,3464,0,0,0,0,0,0,2613,72.9,1241,2370,3611,1907,853,619,1861,2329
1979,New Jersey Nets,FALSE,82,34,48,8879,3456,0,0,85,0,0,0,2406,78.2,1229,2535,3764,2094,869,581,1702,2181
1980,New Jersey Nets,FALSE,82,24,58,8768,3477,0,0,34,0,0,0,2371,75.1,1092,2374,3466,2068,750,458,1664,2204
1981,New Jersey Nets,FALSE,82,44,38,8746,3501,0,0,30,0,0,0,2354,72.8,1194,2320,3514,2096,918,481,1650,2295
1982,New Jersey Nets,FALSE,82,49,33,8672,3510,7140,49.2,30,149,20.1,1622,2301,70.5,1266,2427,3693,2143,911,592,1873,2166
1983,New Jersey Nets,FALSE,82,45,37,9019,3614,7258,49.8,49,232,21.1,1742,2488,70,1221,2313,3534,2148,814,499,1608,2243
1984,New Jersey Nets,FALSE,82,42,40,8975,3646,7445,49,52,224,23.2,1631,2237,72.9,1233,2325,3558,2163,772,415,1355,2011
1985,New Jersey Nets,FALSE,82,39,43,8949,3548,7301,48.6,43,214,20.1,1810,2396,75.5,1183,2483,3666,2128,749,345,1575,2129
1986,New Jersey Nets,FALSE,82,24,58,8893,3374,7083,47.6,145,449,32.3,2000,2607,76.7,1169,2409,3578,1991,643,397,1617,2353
1987,New Jersey Nets,FALSE,82,19,63,8235,3208,6857,46.8,137,455,30.1,1682,2308,72.9,1075,2262,3337,1795,727,385,1503,2042
1988,New Jersey Nets,FALSE,82,26,56,8506,3333,7226,46.1,187,568,32.9,1653,2260,73.1,1204,2419,3623,1793,773,431,1449,1966
1989,New Jersey Nets,FALSE,82,17,65,8208,3157,7415,42.6,140,506,27.7,1754,2350,74.6,1363,2324,3687,1475,774,481,1360,1952
1990,New Jersey Nets,FALSE,82,26,56,8441,3311,7459,44.4,161,586,27.5,1658,2245,73.9,1400,2348,3748,1782,748,600,1423,1954
1991,New Jersey Nets,FALSE,82,40,42,8641,3473,7580,45.8,224,670,33.4,1471,2009,73.2,1512,2392,3904,1937,736,615,1392,1834
1992,New Jersey Nets,FALSE,82,43,39,8431,3272,7084,46.2,155,488,31.8,1732,2258,76.7,1291,2506,3797,1872,693,526,1355,1892
1993,New Jersey Nets,FALSE,82,45,37,8461,3169,7115,44.5,223,683,32.7,1900,2495,76.2,1300,2556,3856,1900,696,576,1196,1693
1994,New Jersey Nets,FALSE,82,30,52,8042,2939,6738,43.6,414,1297,31.9,1750,2305,75.9,1213,2569,3782,1884,544,548,1300,1844
1995,New Jersey Nets,FALSE,82,30,52,7684,2881,6750,42.7,250,746,33.5,1672,2244,74.5,1350,2503,3853,1752,627,571,1375,1880
1996,New Jersey Nets,FALSE,82,26,56,7974,2994,7091,42.2,484,1371,35.3,1502,2031,74,1410,2376,3786,1726,677,481,1290,1865
1997,New Jersey Nets,FALSE,82,43,39,8170,3055,6928,44.1,310,937,33.1,1750,2351,74.4,1344,2137,3481,1685,777,314,1180,1917
1998,New Jersey Nets,FALSE,50,16,34,4569,1691,4160,40.6,225,679,33.1,962,1251,76.9,715,1437,2152,923,491,273,750,1134
1999,New Jersey Nets,FALSE,82,31,51,8036,2979,6881,43.3,477,1374,34.7,1601,2041,78.4,1040,2315,3355,1688,720,393,1119,1913
2000,New Jersey Nets,FALSE,82,26,56,7552,2781,6550,42.5,361,1084,33.3,1629,2146,75.9,909,2337,3246,1603,649,407,1208,1982
2001,New Jersey Nets,FALSE,82,52,30,7889,3042,6816,44.6,403,1194,33.8,1402,1907,73.5,1039,2515,3554,1990,716,490,1189,1734
2002,New Jersey Nets,FALSE,82,49,33,7820,2906,6585,44.1,346,1041,33.2,1662,2195,75.7,991,2528,3519,1887,717,374,1212,1772
2003,New Jersey Nets,FALSE,82,47,35,7401,2813,6372,44.1,377,1123,33.6,1398,1856,75.3,862,2473,3335,2009,709,322,1209,1722
2004,New Jersey Nets,FALSE,82,42,40,7496,2753,6419,42.9,435,1203,36.2,1555,2039,76.3,855,2387,3242,1772,650,308,1164,1985
2005,New Jersey Nets,FALSE,82,49,33,7691,2778,6317,44,477,1447,33,1658,2187,75.8,822,2539,3361,1884,558,278,1119,1903
2006,New Jersey Nets,FALSE,82,41,41,8001,2913,6379,45.7,609,1676,36.3,1566,2153,72.7,822,2525,3347,1962,499,273,1212,1869
2007,New Jersey Nets,FALSE,82,34,48,7857,2856,6450,44.3,498,1430,34.8,1647,2237,73.6,913,2520,3433,1925,521,390,1229,1855
2008,New Jersey Nets,FALSE,82,34,48,8044,2925,6536,44.8,652,1735,37.6,1542,1980,77.9,850,2415,3265,1636,559,391,1075,1838
2009,New Jersey Nets,FALSE,82,12,70,7575,2813,6554,42.9,377,1185,31.8,1572,2015,78,897,2358,3255,1540,573,393,1182,1643
2010,New Jersey Nets,FALSE,82,24,58,7722,2918,6638,44,459,1337,34.3,1427,1881,75.9,909,2440,3349,1723,458,384,1152,1807
2011,New Jersey Nets,FALSE,66,22,44,6144,2262,5320,42.5,507,1481,34.2,1113,1433,77.7,783,1879,2662,1311,493,260,995,1268
2012,Brooklyn Nets,FALSE,82,49,33,7944,2942,6544,45,628,1760,35.7,1432,1958,73.1,1047,2460,3507,1668,599,391,1206,1500
2013,Brooklyn Nets,FALSE,82,44,38,8079,2931,6391,45.9,709,1922,36.9,1508,2002,75.3,721,2407,3128,1714,705,311,1191,1777
1970,Cleveland Cavaliers,FALSE,82,15,67,8373,3299,0,0,0,0,0,0,2380,74.6,0,0,0,2065,0,0,0,2114
1971,Cleveland Cavaliers,FALSE,82,23,59,8674,3458,0,0,0,0,0,0,2390,73.6,0,0,0,2060,0,0,0,1936
1972,Cleveland Cavaliers,FALSE,82,32,50,8418,3431,0,0,0,0,0,0,2084,74.7,0,0,0,2106,0,0,0,1941
1973,Cleveland Cavaliers,FALSE,82,29,53,8221,3420,0,0,0,0,0,0,1788,77.2,1275,2492,3767,2048,598,293,1545,1925
1974,Cleveland Cavaliers,FALSE,82,40,42,8117,3408,0,0,0,0,0,0,1753,74.2,1058,2502,3560,1903,600,348,1462,1881
1975,Cleveland Cavaliers,FALSE,82,49,33,8340,3497,0,0,0,0,0,0,1827,73.7,1192,2588,3780,1844,638,397,1330,1871
1976,Cleveland Cavaliers,FALSE,82,43,39,8370,3451,0,0,0,0,0,0,1993,73.7,1312,2563,3875,1845,579,472,1356,1951
1977,Cleveland Cavaliers,FALSE,82,43,39,8561,3496,0,0,0,0,0,0,2116,74.1,1187,2676,3863,1740,692,455,1382,1832
1978,Cleveland Cavaliers,FALSE,82,30,52,8732,3556,0,0,0,0,0,0,2103,77,1229,2256,3485,1796,688,334,1376,2027
1979,Cleveland Cavaliers,FALSE,82,37,45,9360,3811,0,0,36,0,0,0,2205,77.2,1307,2381,3688,2108,764,342,1370,1934
1980,Cleveland Cavaliers,FALSE,82,28,54,8670,3556,0,0,72,0,0,0,1909,77.8,1258,2243,3501,2007,632,322,1396,1995
1981,Cleveland Cavaliers,FALSE,82,15,67,8463,3405,0,0,25,0,0,0,2179,74.7,1190,2170,3360,1871,634,357,1319,2193
1982,Cleveland Cavaliers,FALSE,82,23,59,7964,3252,6995,46.5,30,120,25,1430,1983,72.1,1173,2414,3587,1738,617,290,1538,2236
1983,Cleveland Cavaliers,FALSE,82,28,54,8386,3362,7232,46.5,43,164,26.2,1619,2178,74.3,1213,2388,3601,1930,630,375,1332,2206
1984,Cleveland Cavaliers,FALSE,82,36,46,8903,3470,7364,47.1,96,335,28.7,1867,2491,74.9,1203,2445,3648,2096,622,472,1387,2173
1985,Cleveland Cavaliers,FALSE,82,29,53,8836,3478,7239,48,132,391,33.8,1748,2325,75.2,1086,2455,3541,2064,627,436,1411,2267
1986,Cleveland Cavaliers,FALSE,82,31,51,8558,3349,7122,47,81,338,24,1779,2554,69.7,1257,2420,3677,1912,672,559,1619,1853
1987,Cleveland Cavaliers,FALSE,82,42,40,8566,3313,6755,49,127,336,37.8,1813,2438,74.4,1015,2289,3304,2070,733,526,1439,1836
1988,Cleveland Cavaliers,FALSE,82,57,25,8923,3466,6904,50.2,170,474,35.9,1821,2438,74.7,1033,2475,3508,2260,791,586,1323,1592
1989,Cleveland Cavaliers,FALSE,82,42,40,8411,3214,6977,46.1,346,851,40.7,1637,2201,74.4,1128,2380,3508,2106,645,512,1243,1666
1990,Cleveland Cavaliers,FALSE,82,33,49,8343,3259,6857,47.5,160,479,33.4,1665,2176,76.5,1011,2329,3340,2240,643,450,1281,1672
1991,Cleveland Cavaliers,FALSE,82,57,25,8926,3427,7025,48.8,253,708,35.7,1819,2259,80.5,1041,2450,3491,2260,616,621,1073,1556
1992,Cleveland Cavaliers,FALSE,82,54,28,8832,3425,6887,49.7,283,742,38.1,1699,2119,80.2,929,2496,3425,2349,615,536,1120,1580
1993,Cleveland Cavaliers,FALSE,82,47,35,8296,3133,6731,46.5,294,813,36.2,1736,2254,77,1090,2353,3443,2049,705,426,1136,1701
1994,Cleveland Cavaliers,FALSE,82,43,39,7417,2756,6255,44.1,398,1033,38.5,1507,1982,76,1045,2237,3282,1672,630,349,1176,1694
1995,Cleveland Cavaliers,FALSE,82,47,35,7473,2761,5998,46,596,1582,37.7,1355,1775,76.3,867,2055,2922,1818,674,340,1073,1685
1996,Cleveland Cavaliers,FALSE,82,42,40,7173,2704,5972,45.3,483,1284,37.6,1282,1773,72.3,909,2159,3068,1714,655,315,1188,1882
1997,Cleveland Cavaliers,FALSE,82,47,35,7585,2817,6207,45.4,298,801,37.2,1653,2187,75.6,955,2331,3286,1894,814,419,1421,1939
1998,Cleveland Cavaliers,FALSE,50,22,28,4322,1562,3561,43.9,182,534,34.1,1016,1356,74.9,472,1316,1788,1093,452,203,785,1208
1999,Cleveland Cavaliers,FALSE,82,32,50,7950,2977,6734,44.2,343,919,37.3,1653,2205,75,1010,2499,3509,1941,715,363,1427,2219
2000,Cleveland Cavaliers,FALSE,82,30,52,7561,2890,6532,44.2,220,659,33.4,1561,2040,76.5,1015,2440,3455,1708,642,436,1350,1904
2001,Cleveland Cavaliers,FALSE,82,29,53,7812,2948,6582,44.8,387,1026,37.7,1529,1980,77.2,968,2483,3451,1891,572,470,1196,1752
2002,Cleveland Cavaliers,FALSE,82,17,65,7495,2850,6746,42.2,293,896,32.7,1502,2012,74.7,1118,2542,3660,1712,636,521,1501,1864
2003,Cleveland Cavaliers,FALSE,82,35,47,7619,2922,6753,43.3,247,786,31.4,1528,2030,75.3,1118,2619,3737,1808,585,537,1216,1743
2004,Cleveland Cavaliers,FALSE,82,42,40,7914,2990,6687,44.7,300,904,33.2,1634,2174,75.2,1117,2352,3469,1851,654,461,1141,1850
2005,Cleveland Cavaliers,FALSE,82,50,32,8002,2908,6412,45.4,497,1465,33.9,1689,2318,72.9,959,2511,3470,1560,567,392,1137,1733
2006,Cleveland Cavaliers,FALSE,82,50,32,7934,2978,6658,44.7,494,1404,35.2,1484,2133,69.6,1039,2529,3568,1708,625,353,1177,1781
2007,Cleveland Cavaliers,FALSE,82,45,37,7903,2937,6697,43.9,552,1544,35.8,1477,2061,71.7,1092,2563,3655,1640,579,427,1145,1712
2008,Cleveland Cavaliers,FALSE,82,66,16,8223,3022,6454,46.8,656,1670,39.3,1523,2012,75.7,886,2574,3460,1663,593,435,1045,1663
2009,Cleveland Cavaliers,FALSE,82,61,21,8373,3101,6391,48.5,602,1582,38.1,1569,2180,72,791,2692,3483,1835,564,425,1137,1591
2010,Cleveland Cavaliers,FALSE,82,19,63,7827,2886,6647,43.4,509,1489,34.2,1546,2075,74.5,856,2449,3305,1720,544,341,1166,1648
2011,Cleveland Cavaliers,FALSE,66,21,45,6140,2261,5360,42.2,440,1273,34.6,1178,1645,71.6,841,1949,2790,1308,466,262,1017,1317
2012,Cleveland Cavaliers,FALSE,82,24,58,7913,2993,6901,43.4,547,1581,34.6,1380,1826,75.6,1004,2359,3363,1694,647,334,1149,1737
2013,Cleveland Cavaliers,FALSE,82,33,49,8054,3036,6955,43.7,584,1640,35.6,1398,1861,75.1,989,2629,3618,1738,579,304,1163,1640
1988,Charlotte Hornets,FALSE,82,20,62,8566,3426,7430,46.1,134,430,31.2,1580,2060,76.7,1138,2200,3338,2323,705,264,1318,2068
1989,Charlotte Hornets,FALSE,82,19,63,8232,3270,7183,45.5,205,611,33.6,1487,1967,75.6,962,2211,3173,2080,778,262,1226,1889
1990,Charlotte Hornets,FALSE,82,26,56,8428,3286,7033,46.7,131,417,31.4,1725,2214,77.9,1027,2200,3227,2019,759,304,1290,1946
1991,Charlotte Hornets,FALSE,82,31,51,8980,3613,7568,47.7,117,369,31.7,1637,2168,75.5,1164,2367,3531,2284,822,309,1273,1819
1992,Charlotte Hornets,FALSE,82,44,38,9030,3512,7210,48.7,175,537,32.6,1831,2374,77.1,1095,2508,3603,2161,639,473,1325,1790
1993,Charlotte Hornets,FALSE,82,41,41,8732,3382,7100,47.6,336,916,36.7,1632,2135,76.4,1019,2475,3494,2214,724,394,1266,1747
1994,Charlotte Hornets,FALSE,82,50,32,8249,3051,6438,47.4,560,1409,39.7,1587,2042,77.7,832,2395,3227,2072,620,399,1224,1685
1995,Charlotte Hornets,FALSE,82,41,41,8431,3108,6618,47,584,1520,38.4,1631,2119,77,987,2256,3243,1907,582,277,1241,1815
1996,Charlotte Hornets,FALSE,82,54,28,8108,2988,6342,47.1,591,1382,42.8,1541,1984,77.7,910,2298,3208,2021,597,349,1203,1702
1997,Charlotte Hornets,FALSE,82,51,31,7923,2968,6344,46.8,346,904,38.3,1641,2186,75.1,985,2341,3326,1941,691,312,1247,1757
1998,Charlotte Hornets,FALSE,50,26,24,4644,1671,3718,44.9,268,735,36.5,1034,1384,74.7,480,1493,1973,1110,443,247,796,1101
1999,Charlotte Hornets,FALSE,82,49,33,8072,2935,6533,44.9,339,1001,33.9,1863,2458,75.8,884,2635,3519,2023,732,480,1206,1670
2000,Charlotte Hornets,FALSE,82,46,36,7539,2800,6501,43.1,340,984,34.6,1599,2146,74.5,1033,2608,3641,1900,665,455,1183,1753
2001,Charlotte Hornets,FALSE,82,44,38,7700,2893,6580,44,346,994,34.8,1568,2105,74.5,1059,2505,3564,1759,653,456,1150,1747
2004,Charlotte Bobcats,FALSE,82,18,64,7729,2961,6859,43.2,320,881,36.3,1487,2096,70.9,1083,2335,3418,1794,695,440,1192,1894
2005,Charlotte Bobcats,FALSE,82,26,56,7943,2961,6843,43.3,428,1261,33.9,1593,2186,72.9,990,2270,3260,1717,822,354,1167,1960
2006,Charlotte Bobcats,FALSE,82,33,49,7945,2960,6643,44.6,457,1280,35.7,1568,2136,73.4,920,2346,3266,1836,638,369,1224,1985
2007,Charlotte Bobcats,FALSE,82,32,50,7959,2960,6554,45.2,529,1443,36.7,1510,2115,71.4,892,2440,3332,1748,614,402,1204,1777
2008,Charlotte Bobcats,FALSE,82,35,47,7677,2866,6299,45.5,490,1339,36.6,1455,1965,74,886,2366,3252,1741,580,397,1279,1754
2009,Charlotte Bobcats,FALSE,82,44,38,7813,2858,6306,45.3,460,1331,34.6,1637,2180,75.1,858,2490,3348,1658,632,446,1290,1597
2010,Charlotte Bobcats,FALSE,82,34,48,7650,2873,6365,45.1,393,1203,32.7,1511,1999,75.6,848,2444,3292,1728,524,433,1192,1637
2011,Charlotte Bobcats,FALSE,66,7,59,5739,2193,5293,41.4,263,892,29.5,1090,1462,74.6,677,1894,2571,1326,397,361,957,1249
2012,Charlotte Bobcats,FALSE,82,21,61,7661,2823,6649,42.5,469,1399,33.5,1546,2060,75,917,2389,3306,1587,591,479,1153,1561
2013,Charlotte Bobcats,FALSE,82,43,39,7942,2976,6730,44.2,516,1471,35.1,1474,2000,73.7,776,2724,3500,1778,499,421,1010,1493
1946,New York Knicks,FALSE,60,33,27,3881,1465,0,0,0,0,0,0,1438,66.1,0,0,0,457,0,0,0,1218
1947,New York Knicks,FALSE,48,26,22,3578,1355,0,0,0,0,0,0,1291,67.2,0,0,0,376,0,0,0,1076
1948,New York Knicks,FALSE,60,32,28,4752,1688,0,0,0,0,0,0,1959,70.2,0,0,0,1017,0,0,0,1559
1949,New York Knicks,FALSE,68,40,28,5488,1889,0,0,0,0,0,0,2404,71.1,0,0,0,1308,0,0,0,1718
1950,New York Knicks,FALSE,66,36,30,5666,2037,0,0,0,0,0,0,2231,71.4,0,0,0,1551,0,0,0,1810
1951,New York Knicks,FALSE,66,37,29,5609,2022,0,0,0,0,0,0,2185,71.6,0,0,0,1567,0,0,0,1770
1952,New York Knicks,FALSE,70,47,23,5985,2059,0,0,0,0,0,0,2652,70.4,0,0,0,1575,0,0,0,2053
1953,New York Knicks,FALSE,72,44,28,5688,1934,0,0,0,0,0,0,2525,72.1,0,0,0,1469,0,0,0,1832
1954,New York Knicks,FALSE,72,38,34,6671,2392,0,0,0,0,0,0,2593,72.8,0,0,0,1744,0,0,0,1587
1955,New York Knicks,FALSE,72,35,37,7212,2508,0,0,0,0,0,0,2913,75.4,0,0,0,1610,0,0,0,1923
1956,New York Knicks,FALSE,72,36,36,7255,2569,0,0,0,0,0,0,2844,74.4,0,0,0,1312,0,0,0,1824
1957,New York Knicks,FALSE,72,35,37,8068,2884,0,0,0,0,0,0,3056,75.3,0,0,0,1359,0,0,0,1865
1958,New York Knicks,FALSE,72,40,32,7943,2863,0,0,0,0,0,0,2802,79.1,0,0,0,1383,0,0,0,1899
1959,New York Knicks,FALSE,75,27,48,8800,3429,0,0,0,0,0,0,2539,76.5,0,0,0,1667,0,0,0,1940
1960,New York Knicks,FALSE,79,21,58,8979,3422,0,0,0,0,0,0,2838,75.2,0,0,0,1822,0,0,0,2223
1961,New York Knicks,FALSE,80,29,51,9187,3638,0,0,0,0,0,0,2693,71,0,0,0,1765,0,0,0,2056
1962,New York Knicks,FALSE,80,21,59,8837,3433,0,0,0,0,0,0,2778,71,0,0,0,1658,0,0,0,2144
1963,New York Knicks,FALSE,80,22,58,8976,3512,0,0,0,0,0,0,2852,68.4,0,0,0,1563,0,0,0,2222
1964,New York Knicks,FALSE,80,31,49,8593,3339,0,0,0,0,0,0,2684,71.3,0,0,0,1550,0,0,0,2283
1965,New York Knicks,FALSE,80,30,50,9335,3559,0,0,0,0,0,0,3078,72,0,0,0,1896,0,0,0,2227
1966,New York Knicks,FALSE,81,36,45,9425,3637,0,0,0,0,0,0,2980,72.2,0,0,0,1782,0,0,0,2110
1967,New York Knicks,FALSE,82,43,39,9523,3682,0,0,0,0,0,0,3042,71,0,0,0,1967,0,0,0,2364
1968,New York Knicks,FALSE,82,54,28,9087,3588,0,0,0,0,0,0,2596,73.6,0,0,0,2071,0,0,0,2175
1969,New York Knicks,TRUE,82,60,22,9427,3803,0,0,0,0,0,0,2484,73.3,0,0,0,2135,0,0,0,2016
1970,New York Knicks,FALSE,82,52,30,9026,3633,0,0,0,0,0,0,2377,74,0,0,0,1779,0,0,0,1916
1971,New York Knicks,FALSE,82,48,34,8785,3521,0,0,0,0,0,0,2303,75.7,0,0,0,1985,0,0,0,1899
1972,New York Knicks,TRUE,82,57,25,8610,3627,0,0,0,0,0,0,1739,78,0,0,0,2187,0,0,0,1775
1973,New York Knicks,FALSE,82,49,33,8306,3478,0,0,0,0,0,0,1738,77.7,959,2725,3684,1937,554,277,1463,1884
1974,New York Knicks,FALSE,82,40,42,8236,3359,0,0,0,0,0,0,1967,77.2,981,2652,3633,1675,652,300,1374,2001
1975,New York Knicks,FALSE,82,38,44,8418,3443,0,0,0,0,0,0,1985,77.2,1022,2723,3745,1660,575,259,1403,2006
1976,New York Knicks,FALSE,82,40,42,8905,3659,0,0,0,0,0,0,2078,76.4,974,2680,3654,1956,714,304,1680,2007
1977,New York Knicks,FALSE,82,43,39,9300,3815,0,0,0,0,0,0,2225,75.1,1180,2689,3869,2338,818,442,1764,2193
1978,New York Knicks,FALSE,82,31,51,8830,3676,0,0,0,0,0,0,2111,70,1200,2430,3630,2121,699,397,1605,2154
1979,New York Knicks,FALSE,82,39,43,9344,3802,0,0,42,0,0,0,2274,74.7,1236,2303,3539,2265,881,457,1613,2168
1980,New York Knicks,FALSE,82,50,32,8849,3505,0,0,56,0,0,0,2386,74.7,1137,2205,3342,1976,861,314,1461,1917
1981,New York Knicks,FALSE,82,33,49,8707,3523,0,0,58,0,0,0,2171,73.8,1168,2273,3441,2075,719,338,1486,2195
1982,New York Knicks,FALSE,82,44,38,8198,3272,6793,48.2,33,131,25.2,1621,2282,71,1080,2263,3343,2034,701,378,1509,2180
1983,New York Knicks,FALSE,82,47,35,8763,3386,6837,49.5,47,165,28.5,1944,2510,77.5,1088,2230,3318,2041,803,360,1587,2281
1984,New York Knicks,FALSE,82,24,58,8627,3435,7101,48.4,51,198,25.8,1706,2350,72.6,1116,2102,3218,1999,754,267,1458,2398
1985,New York Knicks,FALSE,82,23,59,8094,3239,7034,46,82,239,34.3,1534,2237,68.6,1081,2170,3251,1877,714,308,1438,2213
1986,New York Knicks,FALSE,82,24,58,8508,3329,7023,47.4,125,375,33.3,1725,2362,73,1108,2162,3270,1941,704,396,1420,2028
1987,New York Knicks,FALSE,82,38,44,8655,3363,7232,46.5,179,567,31.6,1750,2306,75.9,1286,2194,3480,2012,789,445,1518,2361
1988,New York Knicks,FALSE,82,52,30,9567,3701,7611,48.6,386,1147,33.7,1779,2366,75.2,1322,2265,3587,2083,900,446,1572,2053
1989,New York Knicks,FALSE,82,45,37,8879,3434,7089,48.4,236,710,33.2,1775,2349,75.6,1187,2426,3613,2140,714,492,1412,1828
1990,New York Knicks,FALSE,82,39,43,8455,3308,6822,48.5,185,558,33.2,1654,2147,77,1053,2436,3489,2172,638,418,1379,1764
1991,New York Knicks,FALSE,82,51,31,8328,3312,6947,47.7,201,618,32.5,1503,2049,73.4,1185,2489,3674,2130,634,382,1242,1905
1992,New York Knicks,FALSE,82,60,22,8328,3209,6898,46.5,193,604,32,1717,2316,74.1,1150,2660,3810,2125,680,372,1296,2111
1993,New York Knicks,FALSE,82,57,25,8076,3098,6735,46,316,908,34.8,1564,2097,74.6,1175,2542,3717,2067,752,385,1360,2001
1994,New York Knicks,FALSE,82,55,27,8054,2985,6394,46.7,532,1446,36.8,1552,2114,73.4,929,2473,3402,2055,591,387,1305,2102
1995,New York Knicks,FALSE,82,47,35,7971,3003,6382,47.1,485,1285,37.7,1480,1954,75.7,829,2449,3278,1822,645,377,1272,1864
1996,New York Knicks,FALSE,82,57,25,7819,2882,6227,46.3,470,1294,36.3,1585,2119,74.8,973,2516,3489,1809,629,378,1462,2033
1997,New York Knicks,FALSE,82,43,39,7509,2864,6413,44.7,382,1139,33.5,1399,1812,77.2,978,2434,3412,1787,634,278,1247,1947
1998,New York Knicks,FALSE,50,27,23,4320,1610,3704,43.5,208,589,35.3,892,1218,73.2,551,1510,2061,963,395,262,804,1140
1999,New York Knicks,FALSE,82,50,32,7555,2897,6374,45.5,351,937,37.5,1410,1805,78.1,802,2521,3323,1588,515,349,1201,1983
2000,New York Knicks,FALSE,82,48,34,7275,2755,6198,44.4,391,1115,35.1,1374,1727,79.6,773,2524,3297,1520,545,346,1189,1863
2001,New York Knicks,FALSE,82,30,52,7514,2817,6520,43.2,474,1344,35.3,1406,1786,78.7,876,2458,3334,1720,558,288,1192,1800
2002,New York Knicks,FALSE,82,37,45,7860,2967,6725,44.1,606,1582,38.3,1320,1620,81.5,842,2376,3218,1800,579,255,1149,1888
2003,New York Knicks,FALSE,82,39,43,7542,2881,6513,44.2,406,1115,36.4,1374,1732,79.3,950,2543,3493,1695,608,391,1289,1897
